Date,WL_1018610,WL_1018640,WL_1018662,WL_1018675,WL_1019630,Target_1018683
7/19/2024 18:20,3.19,1.77,3.28,1.01,3.18,2.42
7/19/2024 18:30,3.19,1.77,3.27,1,3.16,2.41
7/19/2024 18:40,3.18,1.77,3.27,1,3.15,2.4
7/19/2024 18:50,3.19,1.76,3.26,1,3.13,2.4
7/19/2024 19:00,3.18,1.76,3.24,0.99,3.12,2.38
7/19/2024 19:10,3.18,1.75,3.24,0.99,3.1,2.38
7/19/2024 19:20,3.18,1.74,3.22,0.99,3.09,2.36
7/19/2024 19:30,3.18,1.74,3.21,0.99,3.08,2.35
7/19/2024 19:40,3.18,1.74,3.2,0.98,3.07,2.34
7/19/2024 19:50,3.18,1.73,3.19,0.98,3.06,2.33
7/19/2024 20:00,3.18,1.73,3.18,0.98,3.05,2.31
7/19/2024 20:10,3.17,1.73,3.17,0.98,3.04,2.3
7/19/2024 20:20,3.18,1.73,3.16,0.98,3.03,2.3
7/19/2024 20:30,3.17,1.73,3.15,0.97,3.01,2.28
7/19/2024 20:40,3.17,1.72,3.14,0.97,3,2.27
7/19/2024 20:50,3.17,1.72,3.13,0.97,2.99,2.26
7/19/2024 21:00,3.17,1.72,3.12,0.97,2.98,2.25
7/19/2024 21:10,3.17,1.71,3.1,0.98,2.98,2.24
7/19/2024 21:20,3.17,1.71,3.09,0.98,2.97,2.23
7/19/2024 21:30,3.17,1.71,3.09,0.98,2.95,2.22
7/19/2024 21:40,3.17,1.71,3.08,0.97,2.95,2.21
7/19/2024 21:50,3.17,1.71,3.07,0.97,2.95,2.2
7/19/2024 22:00,3.17,1.71,3.06,0.97,2.94,2.19
7/19/2024 22:10,3.17,1.71,3.05,0.96,2.93,2.18
7/19/2024 22:20,3.17,1.71,3.05,0.96,2.92,2.17
7/19/2024 22:30,3.17,1.71,3.04,0.96,2.91,2.17
7/19/2024 22:40,3.17,1.71,3.03,0.96,2.9,2.16
7/19/2024 22:50,3.17,1.71,3.02,0.96,2.9,2.15
7/19/2024 23:00,3.17,1.7,3.02,0.96,2.89,2.15
7/19/2024 23:10,3.18,1.7,3.01,0.95,2.88,2.14
7/19/2024 23:20,3.16,1.71,3,0.95,2.87,2.13
7/19/2024 23:30,3.09,1.7,3,0.95,2.87,2.12
7/19/2024 23:40,2.96,1.7,2.99,0.95,2.87,2.12
7/19/2024 23:50,2.89,1.7,2.98,0.95,2.87,2.11
7/20/2024 0:00,2.84,1.7,2.98,0.95,2.86,2.1
7/20/2024 0:10,2.8,1.68,2.97,0.95,2.86,2.09
7/20/2024 0:20,2.78,1.65,2.96,0.95,2.85,2.09
7/20/2024 0:30,2.76,1.63,2.94,0.95,2.85,2.09
7/20/2024 0:40,2.75,1.6,2.92,0.96,2.85,2.08
7/20/2024 0:50,2.74,1.57,2.9,0.95,2.84,2.07
7/20/2024 1:00,2.73,1.55,2.88,0.95,2.84,2.06
7/20/2024 1:10,2.73,1.53,2.86,0.95,2.83,2.05
7/20/2024 1:20,2.72,1.51,2.84,0.94,2.83,2.04
7/20/2024 1:30,2.72,1.49,2.82,0.94,2.82,2.02
7/20/2024 1:40,2.71,1.47,2.8,0.94,2.81,2.01
7/20/2024 1:50,2.71,1.46,2.78,0.94,2.8,2
7/20/2024 2:00,2.71,1.45,2.76,0.93,2.79,1.98
7/20/2024 2:10,2.71,1.44,2.74,0.93,2.78,1.97
7/20/2024 2:20,2.7,1.42,2.73,0.93,2.78,1.95
7/20/2024 2:30,2.7,1.41,2.71,0.93,2.77,1.94
7/20/2024 2:40,2.7,1.4,2.69,0.93,2.76,1.93
7/20/2024 2:50,2.7,1.39,2.68,0.93,2.75,1.91
7/20/2024 3:00,2.69,1.38,2.66,0.92,2.74,1.9
7/20/2024 3:10,2.69,1.37,2.64,0.92,2.73,1.89
7/20/2024 3:20,2.69,1.37,2.63,0.92,2.72,1.88
7/20/2024 3:30,2.69,1.36,2.61,0.92,2.71,1.87
7/20/2024 3:40,2.69,1.35,2.6,0.92,2.7,1.86
7/20/2024 3:50,2.69,1.34,2.59,0.92,2.69,1.84
7/20/2024 4:00,2.69,1.34,2.57,0.92,2.68,1.83
7/20/2024 4:10,2.69,1.33,2.56,0.91,2.67,1.82
7/20/2024 4:20,2.69,1.33,2.55,0.91,2.67,1.81
7/20/2024 4:30,2.69,1.32,2.53,0.91,2.66,1.8
7/20/2024 4:40,2.69,1.32,2.52,0.91,2.67,1.79
7/20/2024 4:50,2.69,1.31,2.51,0.91,2.7,1.77
7/20/2024 5:00,2.68,1.31,2.5,0.91,2.81,1.77
7/20/2024 5:10,2.68,1.31,2.49,0.91,2.92,1.76
7/20/2024 5:20,2.68,1.3,2.48,0.9,3.04,1.75
7/20/2024 5:30,2.68,1.3,2.47,0.9,3.16,1.76
7/20/2024 5:40,2.69,1.3,2.46,0.9,3.26,1.83
7/20/2024 5:50,2.76,1.3,2.46,0.9,3.34,1.92
7/20/2024 6:00,2.81,1.29,2.47,0.9,3.4,2.05
7/20/2024 6:10,2.83,1.29,2.52,0.9,3.46,2.18
7/20/2024 6:20,2.85,1.29,2.6,0.9,3.5,2.3
7/20/2024 6:30,2.85,1.29,2.74,0.9,3.55,2.39
7/20/2024 6:40,2.87,1.3,2.91,0.89,3.57,2.47
7/20/2024 6:50,2.86,1.32,3.08,0.89,3.59,2.55
7/20/2024 7:00,2.87,1.33,3.22,0.89,3.6,2.64
7/20/2024 7:10,2.87,1.34,3.31,0.89,3.58,2.72
7/20/2024 7:20,2.87,1.34,3.39,0.89,3.55,2.77
7/20/2024 7:30,2.87,1.35,3.43,0.89,3.53,2.8
7/20/2024 7:40,2.87,1.36,3.46,0.89,3.52,2.81
7/20/2024 7:50,2.87,1.37,3.47,0.89,3.54,2.81
7/20/2024 8:00,2.87,1.38,3.47,0.89,3.54,2.77
7/20/2024 8:10,2.88,1.38,3.45,0.89,3.51,2.73
7/20/2024 8:20,2.87,1.39,3.42,0.88,3.47,2.7
7/20/2024 8:30,2.88,1.39,3.38,0.88,3.44,2.67
7/20/2024 8:40,2.87,1.4,3.34,0.88,3.4,2.64
7/20/2024 8:50,2.87,1.4,3.3,0.88,3.36,2.6
7/20/2024 9:00,2.87,1.41,3.27,0.88,3.32,2.56
7/20/2024 9:10,2.83,1.41,3.24,0.88,3.28,2.53
7/20/2024 9:20,2.8,1.41,3.22,0.88,3.24,2.49
7/20/2024 9:30,2.79,1.41,3.18,0.88,3.21,2.46
7/20/2024 9:40,2.78,1.41,3.16,0.87,3.18,2.43
7/20/2024 9:50,2.77,1.41,3.13,0.87,3.15,2.4
7/20/2024 10:00,2.76,1.41,3.1,0.87,3.13,2.36
7/20/2024 10:10,2.76,1.4,3.07,0.87,3.1,2.34
7/20/2024 10:20,2.76,1.4,3.04,0.87,3.07,2.3
7/20/2024 10:30,2.76,1.4,3.01,0.87,3.05,2.28
7/20/2024 10:40,2.76,1.39,2.98,0.87,3.03,2.25
7/20/2024 10:50,2.76,1.39,2.95,0.87,3.02,2.22
7/20/2024 11:00,2.76,1.38,2.92,0.87,3,2.2
7/20/2024 11:10,2.76,1.38,2.9,0.87,2.98,2.16
7/20/2024 11:20,2.75,1.37,2.87,0.87,2.96,2.15
7/20/2024 11:30,2.76,1.37,2.85,0.87,2.93,2.13
7/20/2024 11:40,2.76,1.37,2.83,0.87,2.92,2.1
7/20/2024 11:50,2.76,1.36,2.81,0.87,2.9,2.08
7/20/2024 12:00,2.75,1.36,2.78,0.87,2.88,2.06
7/20/2024 12:10,2.75,1.36,2.77,0.87,2.87,2.04
7/20/2024 12:20,2.75,1.36,2.74,0.87,2.85,2.02
7/20/2024 12:30,2.75,1.35,2.73,0.87,2.83,2
7/20/2024 12:40,2.75,1.35,2.72,0.86,2.82,1.98
7/20/2024 12:50,2.75,1.35,2.7,0.87,2.8,1.96
7/20/2024 13:00,2.75,1.35,2.68,0.86,2.78,1.95
7/20/2024 13:10,2.75,1.34,2.67,0.86,2.77,1.94
7/20/2024 13:20,2.75,1.34,2.65,0.86,2.76,1.92
7/20/2024 13:30,2.75,1.34,2.64,0.86,2.75,1.91
7/20/2024 13:40,2.75,1.34,2.63,0.86,2.74,1.9
7/20/2024 13:50,2.75,1.34,2.62,0.86,2.73,1.88
7/20/2024 14:00,2.75,1.34,2.6,0.86,2.72,1.87
7/20/2024 14:10,2.75,1.34,2.59,0.86,2.71,1.86
7/20/2024 14:20,2.75,1.34,2.58,0.86,2.7,1.85
7/20/2024 14:30,2.75,1.34,2.57,0.86,2.69,1.84
7/20/2024 14:40,2.75,1.33,2.56,0.86,2.68,1.83
7/20/2024 14:50,2.75,1.33,2.55,0.86,2.67,1.82
7/20/2024 15:00,2.7,1.33,2.54,0.86,2.67,1.81
7/20/2024 15:10,2.68,1.33,2.53,0.86,2.65,1.79
7/20/2024 15:20,2.66,1.33,2.52,0.86,2.65,1.78
7/20/2024 15:30,2.65,1.33,2.51,0.86,2.65,1.78
7/20/2024 15:40,2.65,1.33,2.5,0.86,2.64,1.77
7/20/2024 15:50,2.65,1.32,2.49,0.86,2.64,1.76
7/20/2024 16:00,2.65,1.31,2.49,0.86,2.63,1.75
7/20/2024 16:10,2.64,1.3,2.47,0.86,2.62,1.75
7/20/2024 16:20,2.64,1.3,2.46,0.86,2.62,1.74
7/20/2024 16:30,2.64,1.29,2.45,0.86,2.61,1.73
7/20/2024 16:40,2.64,1.29,2.44,0.85,2.6,1.72
7/20/2024 16:50,2.64,1.28,2.43,0.85,2.59,1.71
7/20/2024 17:00,2.64,1.28,2.42,0.86,2.59,1.71
7/20/2024 17:10,2.64,1.27,2.42,0.86,2.59,1.7
7/20/2024 17:20,2.64,1.27,2.41,0.85,2.58,1.69
7/20/2024 17:30,2.64,1.26,2.4,0.85,2.58,1.68
7/20/2024 17:40,2.64,1.26,2.39,0.85,2.59,1.67
7/20/2024 17:50,2.64,1.25,2.38,0.85,2.61,1.67
7/20/2024 18:00,2.62,1.25,2.37,0.85,2.65,1.67
7/20/2024 18:10,2.6,1.25,2.36,0.85,2.7,1.66
7/20/2024 18:20,2.59,1.24,2.36,0.86,2.76,1.66
7/20/2024 18:30,2.58,1.24,2.36,0.85,2.82,1.66
7/20/2024 18:40,2.58,1.24,2.35,0.85,2.86,1.68
7/20/2024 18:50,2.57,1.23,2.36,0.85,2.88,1.72
7/20/2024 19:00,2.57,1.23,2.35,0.85,2.89,1.78
7/20/2024 19:10,2.61,1.23,2.4,0.87,2.88,1.82
7/20/2024 19:20,2.68,1.21,2.43,0.89,2.85,1.87
7/20/2024 19:30,2.72,1.21,2.47,0.95,2.83,1.89
7/20/2024 19:40,2.75,1.24,2.49,1.01,2.8,1.91
7/20/2024 19:50,2.77,1.25,2.53,1.07,2.78,1.91
7/20/2024 20:00,2.78,1.26,2.56,1.18,2.77,1.89
7/20/2024 20:10,2.78,1.28,2.58,1.29,2.76,1.88
7/20/2024 20:20,2.79,1.29,2.59,1.36,2.75,1.87
7/20/2024 20:30,2.79,1.31,2.59,1.4,2.73,1.87
7/20/2024 20:40,2.79,1.33,2.58,1.39,2.72,1.86
7/20/2024 20:50,2.79,1.34,2.58,1.37,2.72,1.86
7/20/2024 21:00,2.8,1.35,2.59,1.35,2.71,1.86
7/20/2024 21:10,2.8,1.36,2.59,1.31,2.71,1.85
7/20/2024 21:20,2.8,1.36,2.6,1.29,2.7,1.85
7/20/2024 21:30,2.8,1.37,2.61,1.25,2.69,1.84
7/20/2024 21:40,2.8,1.37,2.61,1.24,2.69,1.84
7/20/2024 21:50,2.8,1.37,2.61,1.21,2.68,1.84
7/20/2024 22:00,2.8,1.38,2.61,1.2,2.68,1.84
7/20/2024 22:10,2.8,1.38,2.62,1.19,2.67,1.84
7/20/2024 22:20,2.81,1.39,2.61,1.17,2.67,1.84
7/20/2024 22:30,2.81,1.39,2.62,1.17,2.67,1.84
7/20/2024 22:40,2.8,1.39,2.61,1.17,2.67,1.83
7/20/2024 22:50,2.81,1.39,2.61,1.16,2.67,1.83
7/20/2024 23:00,2.81,1.4,2.61,1.16,2.67,1.83
7/20/2024 23:10,2.81,1.4,2.6,1.17,2.66,1.82
7/20/2024 23:20,2.8,1.4,2.6,1.16,2.67,1.82
7/20/2024 23:30,2.81,1.4,2.59,1.15,2.66,1.82
7/20/2024 23:40,2.81,1.4,2.59,1.14,2.66,1.82
7/20/2024 23:50,2.81,1.4,2.59,1.14,2.66,1.82
